TRDD2-201	TRDD2
KDM5A-209	KDM5A
SP140-207	SP140
SP140-203	SP140
SP140-204	SP140
SP140-201	SP140
SP140-202	SP140
SP140-205	SP140
PIM2-201	PIM2
PIM2-202	PIM2
TST-202	TST
TST-201	TST
TST-203	TST
TST-204	TST
ACER1-201	ACER1
UQCR10-201	UQCR10
UQCR10-202	UQCR10
PHF8-202	PHF8
PHF8-204	PHF8
PHF8-205	PHF8
PHF8-211	PHF8
PHF8-201	PHF8
PHF8-206	PHF8
PHF8-213	PHF8
PHF8-208	PHF8
PHF8-210	PHF8
PHF8-207	PHF8
PHF8-214	PHF8
PHF8-209	PHF8
PHF8-212	PHF8
PHF8-203	PHF8
ELOA3B-201	ELOA3B
ELOA3-201	ELOA3
ELOA3D-201	ELOA3D
MPST-203	MPST
MPST-205	MPST
MPST-201	MPST
MPST-206	MPST
MPST-204	MPST
MPST-202	MPST
MPST-208	MPST
ELOA2-201	ELOA2
ELOA2-202	ELOA2
SLC25A44-201	SLC25A44
SLC25A44-202	SLC25A44
PADI4-202	PADI4
PADI4-201	PADI4
PIAS2-204	PIAS2
PIAS2-202	PIAS2
PIAS2-201	PIAS2
PIAS2-203	PIAS2
PIAS2-215	PIAS2
PIAS2-210	PIAS2
PIAS2-207	PIAS2
PIAS2-216	PIAS2
PIAS2-208	PIAS2
LENG9-201	LENG9
C2orf78-201	C2orf78
LENG8-222	LENG8
LENG8-224	LENG8
LENG8-226	LENG8
LENG8-223	LENG8
LENG8-227	LENG8
LENG8-220	LENG8
LENG8-221	LENG8
TRIM2-204	TRIM2
TRIM2-203	TRIM2
TRIM2-209	TRIM2
TRIM2-201	TRIM2
TRIM2-212	TRIM2
TRIM2-211	TRIM2
TRIM2-207	TRIM2
TRIM2-202	TRIM2
TRIM2-205	TRIM2
PRRC2A-258	PRRC2A
PRRC2A-257	PRRC2A
CCNA1-204	CCNA1
CCNA1-202	CCNA1
CCNA1-201	CCNA1
CCNA1-203	CCNA1
DUPD1-201	DUPD1
SF3A3-201	SF3A3
OR4F5-201	OR4F5
CDK8-205	CDK8
CDK8-201	CDK8
CDK8-202	CDK8
CDK8-206	CDK8
TMEM35B-201	TMEM35B
SEPT12-204	SEPT12
SEPT12-202	SEPT12
SEPT12-201	SEPT12
SEPT12-203	SEPT12
SEPT12-206	SEPT12
SEPT12-207	SEPT12
ZNF729-202	ZNF729
AC114490.2-201	AC114490.2
ZNF676-202	ZNF676
ZNF676-203	ZNF676
TYRO3-202	TYRO3
TYRO3-201	TYRO3
TYRO3-203	TYRO3
TYRO3-208	TYRO3
TYRO3-204	TYRO3
PPIAL4D-201	PPIAL4D
PRKCB-202	PRKCB
PRKCB-201	PRKCB
PRKCB-210	PRKCB
PRKCB-205	PRKCB
PRKCB-204	PRKCB
UBL4A-202	UBL4A
UBL4A-201	UBL4A
UBL4A-203	UBL4A
UBL4A-207	UBL4A
WFDC11-202	WFDC11
WFDC11-201	WFDC11
WFDC11-203	WFDC11
TALDO1-201	TALDO1
TALDO1-202	TALDO1
TALDO1-203	TALDO1
TALDO1-205	TALDO1
USH1C-204	USH1C
USH1C-202	USH1C
USH1C-207	USH1C
USH1C-205	USH1C
USH1C-201	USH1C
USH1C-203	USH1C
GIPC3-201	GIPC3
RIBC2-202	RIBC2
JAZF1-203	JAZF1
JAZF1-201	JAZF1
JAZF1-204	JAZF1
JAZF1-205	JAZF1
JAZF1-206	JAZF1
JAZF1-207	JAZF1
SNAP91-213	SNAP91
SNAP91-204	SNAP91
SNAP91-201	SNAP91
SNAP91-205	SNAP91
SNAP91-215	SNAP91
SNAP91-212	SNAP91
SNAP91-207	SNAP91
SNAP91-211	SNAP91
SNAP91-219	SNAP91
SNAP91-214	SNAP91
SNAP91-216	SNAP91
SNAP91-203	SNAP91
SNAP91-217	SNAP91
SNAP91-209	SNAP91
SNAP91-206	SNAP91
SNAP91-202	SNAP91
SNAP91-220	SNAP91
SNAP91-210	SNAP91
SNAP91-221	SNAP91
SNAP91-218	SNAP91
WFDC13-201	WFDC13
WFDC10B-201	WFDC10B
WFDC10B-202	WFDC10B
TBXA2R-201	TBXA2R
TBXA2R-204	TBXA2R
TBXA2R-202	TBXA2R
CNOT1-201	CNOT1
CNOT1-216	CNOT1
CNOT1-211	CNOT1
CNOT1-214	CNOT1
CNOT1-209	CNOT1
CNOT1-202	CNOT1
CNOT1-210	CNOT1
CNOT1-212	CNOT1
CNOT1-203	CNOT1
CNOT1-219	CNOT1
CNOT1-207	CNOT1
CNOT1-206	CNOT1
CNOT1-208	CNOT1
CNOT1-215	CNOT1
CNOT1-223	CNOT1
POLB-217	POLB
POLB-201	POLB
POLB-208	POLB
POLB-204	POLB
POLB-213	POLB
POLB-207	POLB
POLB-215	POLB
POLB-209	POLB
POLB-203	POLB
POLB-202	POLB
POLB-211	POLB
FAM133B-203	FAM133B
FAM133B-204	FAM133B
FAM133B-201	FAM133B
FAM133B-202	FAM133B
FAM133B-211	FAM133B
FAM133B-205	FAM133B
C8orf59-213	C8orf59
C8orf59-210	C8orf59
C8orf59-209	C8orf59
C8orf59-208	C8orf59
C8orf59-206	C8orf59
C8orf59-207	C8orf59
C8orf59-212	C8orf59
C8orf59-205	C8orf59
C8orf59-201	C8orf59
TCEAL5-201	TCEAL5
PIP4K2A-202	PIP4K2A
PIP4K2A-201	PIP4K2A
PIP4K2A-206	PIP4K2A
PIP4K2A-207	PIP4K2A
ACP1-202	ACP1
ACP1-201	ACP1
ACP1-206	ACP1
ACP1-205	ACP1
ACP1-208	ACP1
ACP1-207	ACP1
ACP1-204	ACP1
ACP1-203	ACP1
ACP1-209	ACP1
ELOA3C-201	ELOA3C
HHIP-201	HHIP
HHIP-202	HHIP
PRR23D2-201	PRR23D2
DENND5A-201	DENND5A
DENND5A-210	DENND5A
DENND5A-208	DENND5A
DENND5A-216	DENND5A
DENND5A-203	DENND5A
DENND5A-214	DENND5A
DENND5A-202	DENND5A
DENND5A-205	DENND5A
DENND5A-207	DENND5A
DENND5A-211	DENND5A
ASIC3-203	ASIC3
ASIC3-204	ASIC3
ASIC3-202	ASIC3
ASIC3-205	ASIC3
ASIC3-201	ASIC3
ASIC3-207	ASIC3
ASIC3-208	ASIC3
MID1IP1-202	MID1IP1
MID1IP1-201	MID1IP1
MID1IP1-203	MID1IP1
MID1IP1-204	MID1IP1
AC008763.3-201	AC008763.3
NSF-209	NSF
NSF-214	NSF
NSF-213	NSF
NSF-211	NSF
NSF-210	NSF
NSF-212	NSF
PELO-201	PELO
MCEMP1-201	MCEMP1
MCEMP1-202	MCEMP1
PRSS1-214	PRSS1
PRSS1-208	PRSS1
PRSS1-213	PRSS1
PRSS1-209	PRSS1
CNBP-207	CNBP
CNBP-201	CNBP
CNBP-204	CNBP
CNBP-203	CNBP
CNBP-205	CNBP
CNBP-208	CNBP
CNBP-202	CNBP
CNBP-210	CNBP
SMIM22-207	SMIM22
SMIM22-206	SMIM22
SMIM22-204	SMIM22
SMIM22-201	SMIM22
SMIM22-209	SMIM22
SMIM22-203	SMIM22
SMIM22-202	SMIM22
SMIM22-211	SMIM22
SMIM22-210	SMIM22
MDC1-240	MDC1
MDC1-236	MDC1
MDC1-239	MDC1
MDC1-238	MDC1
MDC1-237	MDC1
MDC1-244	MDC1
CAD-201	CAD
CAD-202	CAD
CAD-205	CAD
CAD-204	CAD
CAD-203	CAD
DDIT3-202	DDIT3
DDIT3-204	DDIT3
DDIT3-201	DDIT3
DDIT3-205	DDIT3
DDIT3-203	DDIT3
TNFRSF10A-201	TNFRSF10A
TNFRSF10A-203	TNFRSF10A
TNFRSF10A-204	TNFRSF10A
PRY-201	PRY
PRY-202	PRY
KIF21A-214	KIF21A
KIF21A-202	KIF21A
KIF21A-210	KIF21A
KIF21A-213	KIF21A
KIF21A-204	KIF21A
KIF21A-201	KIF21A
KIF21A-203	KIF21A
KIF21A-206	KIF21A
KIF21A-209	KIF21A
KIF21A-212	KIF21A
WDR54-202	WDR54
WDR54-203	WDR54
WDR54-201	WDR54
TRAPPC5-204	TRAPPC5
TRAPPC5-201	TRAPPC5
TRAPPC5-202	TRAPPC5
TRAPPC5-203	TRAPPC5
TRIM16-211	TRIM16
TRIM16-202	TRIM16
TRIM16-212	TRIM16
TRIM16-210	TRIM16
TRIM16-214	TRIM16
TRIM16-219	TRIM16
TRIM16-209	TRIM16
TRIM16-213	TRIM16
TRIM16-221	TRIM16
TRIM16-207	TRIM16
TRIM16-201	TRIM16
ZFYVE28-206	ZFYVE28
ZFYVE28-201	ZFYVE28
ZFYVE28-208	ZFYVE28
ZFYVE28-211	ZFYVE28
ZFYVE28-210	ZFYVE28
ZFYVE28-207	ZFYVE28
ZFYVE28-202	ZFYVE28
ZFYVE28-205	ZFYVE28
EFS-201	EFS
EFS-202	EFS
EFS-203	EFS
ABCB11-201	ABCB11
ABCB11-202	ABCB11
GTF2H2C_2-206	GTF2H2C_2
GTF2H2C_2-207	GTF2H2C_2
GTF2H2C_2-205	GTF2H2C_2
GTF2H2C_2-202	GTF2H2C_2
GTF2H2C_2-203	GTF2H2C_2
CDH26-202	CDH26
CDH26-204	CDH26
CDH26-201	CDH26
CDH26-203	CDH26
CDH26-205	CDH26
HLCS-201	HLCS
HLCS-202	HLCS
HLCS-205	HLCS
HLCS-203	HLCS
HLCS-204	HLCS
HLCS-207	HLCS
RIF1-205	RIF1
RIF1-206	RIF1
RIF1-203	RIF1
RIF1-201	RIF1
RIF1-202	RIF1
RIF1-204	RIF1
RIF1-207	RIF1
AHCYL2-201	AHCYL2
AHCYL2-202	AHCYL2
AHCYL2-203	AHCYL2
AHCYL2-208	AHCYL2
AHCYL2-210	AHCYL2
AHCYL2-206	AHCYL2
AHCYL2-205	AHCYL2
LRRC75B-201	LRRC75B
LRRC75B-203	LRRC75B
LRRC75B-202	LRRC75B
FREM3-201	FREM3
GDF3-201	GDF3
RPS6-204	RPS6
RPS6-203	RPS6
RPS6-201	RPS6
RPS6-202	RPS6
E2F5-203	E2F5
E2F5-202	E2F5
E2F5-201	E2F5
E2F5-204	E2F5
E2F5-208	E2F5
E2F5-205	E2F5
E2F5-206	E2F5
SPINT4-201	SPINT4
ABCE1-201	ABCE1
ABCE1-202	ABCE1
ABCE1-207	ABCE1
ABCE1-204	ABCE1
XBP1-201	XBP1
XBP1-203	XBP1
XBP1-204	XBP1
XBP1-202	XBP1
XBP1-207	XBP1
SLCO2A1-201	SLCO2A1
SLCO2A1-208	SLCO2A1
SLCO2A1-207	SLCO2A1
ADCK5-207	ADCK5
ADCK5-205	ADCK5
ADCK5-201	ADCK5
ADCK5-204	ADCK5
SNRPD3-201	SNRPD3
SNRPD3-202	SNRPD3
SNRPD3-203	GGT1
SNRPD3-204	GGT1
PDXDC1-223	PDXDC1
PDXDC1-224	PDXDC1
PDXDC1-222	PDXDC1
PDXDC1-225	PDXDC1
PDXDC1-228	PDXDC1
PDXDC1-220	PDXDC1
PDXDC1-221	PDXDC1
PDXDC1-219	PDXDC1
HLA-DPA1-251	HLA-DPA1
HLA-DPA1-249	HLA-DPA1
HLA-DPA1-252	HLA-DPA1
HLA-DPA1-250	HLA-DPA1
HLA-DPA1-248	HLA-DPA1
CEACAM7-206	CEACAM7
CEACAM7-207	CEACAM7
CEACAM7-205	CEACAM7
AC005154.6-201	AC005154.5
BBS10-201	BBS10
GGCT-207	GGCT
GGCT-202	GGCT
GGCT-203	GGCT
GGCT-206	GGCT
GGCT-208	GGCT
GGCT-204	GGCT
GGCT-205	GGCT
GGCT-201	GGCT
SDCBP2-204	SDCBP2
SDCBP2-203	SDCBP2
SDCBP2-201	SDCBP2
SDCBP2-202	SDCBP2
S100A10-202	S100A10
S100A10-201	S100A10
CRYGN-201	CRYGN
CRYGN-205	CRYGN
CRYGN-204	CRYGN
GUCD1-204	GUCD1
GUCD1-206	GUCD1
GUCD1-201	GUCD1
GUCD1-203	GUCD1
GUCD1-207	GUCD1
GUCD1-202	GUCD1
GUCD1-205	GUCD1
GUCD1-213	GUCD1
ELP4-229	ELP4
ELP4-219	ELP4
ELP4-202	ELP4
ELP4-207	ELP4
ELP4-201	ELP4
ELP4-212	ELP4
ELP4-218	ELP4
ELP4-225	ELP4
ELP4-210	ELP4
ELP4-223	ELP4
ELP4-221	ELP4
ELP4-204	ELP4
ELP4-222	ELP4
ELP4-214	ELP4
ELP4-228	ELP4
ELP4-203	ELP4
ELP4-205	ELP4
ELP4-208	ELP4
ELP4-215	ELP4
ELP4-226	ELP4
ELP4-216	ELP4
ELP4-217	ELP4
ELP4-206	ELP4
FIBIN-201	FIBIN
HLA-DPB1-255	HLA-DPB1
HLA-DPB1-257	HLA-DPB1
HLA-DPB1-256	HLA-DPB1
HLA-DPB1-254	HLA-DPB1
HEATR5B-202	HEATR5B
HEATR5B-201	HEATR5B
UBXN8-209	UBXN8
UBXN8-205	UBXN8
UBXN8-201	UBXN8
UBXN8-203	UBXN8
UBXN8-202	UBXN8
UBXN8-207	UBXN8
UBXN8-204	UBXN8
S100A11-201	S100A11
TMEM241-214	TMEM241
TMEM241-201	TMEM241
TMEM241-205	TMEM241
TMEM241-203	TMEM241
TMEM241-202	TMEM241
TMEM241-211	TMEM241
TMEM241-206	TMEM241
TMEM241-207	TMEM241
TMEM241-210	TMEM241
TMEM241-215	TMEM241
TMEM241-213	TMEM241
TMEM241-208	TMEM241
CPSF1-207	CPSF1
CPSF1-213	CPSF1
CPSF1-210	CPSF1
CPSF1-205	CPSF1
CPSF1-212	CPSF1
PLA2G2F-201	PLA2G2F
PPP2R2C-202	PPP2R2C
PPP2R2C-204	PPP2R2C
PPP2R2C-209	PPP2R2C
PPP2R2C-203	PPP2R2C
PPP2R2C-206	PPP2R2C
PPP2R2C-207	PPP2R2C
TRPC4AP-202	TRPC4AP
TRPC4AP-201	TRPC4AP
NPIPA7-202	NPIPA7
NPIPA7-201	NPIPA7
FKBPL-204	FKBPL
DDIT4L-201	DDIT4L
DDIT4L-202	DDIT4L
DDIT4L-203	DDIT4L
LHX5-201	LHX5
DPPA3-201	DPPA3
RTL4-201	RTL4
SH3YL1-205	SH3YL1
SH3YL1-229	SH3YL1
SH3YL1-203	SH3YL1
SH3YL1-206	SH3YL1
SH3YL1-201	SH3YL1
SH3YL1-204	SH3YL1
SH3YL1-222	SH3YL1
SH3YL1-209	SH3YL1
SH3YL1-208	SH3YL1
SH3YL1-223	SH3YL1
SH3YL1-210	SH3YL1
SH3YL1-202	SH3YL1
SH3YL1-207	SH3YL1
FCHO1-206	FCHO1
FCHO1-234	FCHO1
FCHO1-232	FCHO1
FCHO1-212	FCHO1
FCHO1-225	FCHO1
FCHO1-220	FCHO1
FCHO1-202	FCHO1
FCHO1-223	FCHO1
FCHO1-203	FCHO1
FCHO1-216	FCHO1
FCHO1-204	FCHO1
FCHO1-224	FCHO1
FCHO1-226	FCHO1
FCHO1-207	FCHO1
FCHO1-205	FCHO1
FCHO1-214	FCHO1
FCHO1-208	FCHO1
FCHO1-222	FCHO1
FCHO1-213	FCHO1
FCHO1-217	FCHO1
FCHO1-227	FCHO1
FCHO1-218	FCHO1
FCHO1-209	FCHO1
FCHO1-221	FCHO1
FCHO1-201	FCHO1
H2AFZ-201	H2AFZ
HGFAC-201	HGFAC
HGFAC-204	HGFAC
SIGIRR-216	SIGIRR
SIGIRR-206	SIGIRR
SIGIRR-203	SIGIRR
SIGIRR-202	SIGIRR
SIGIRR-201	SIGIRR
SIGIRR-220	SIGIRR
SIGIRR-213	SIGIRR
SIGIRR-218	SIGIRR
SIGIRR-211	SIGIRR
PPP4C-207	PPP4C
PPP4C-201	PPP4C
PPP4C-206	PPP4C
PPP4C-209	PPP4C
PPP4C-204	PPP4C
PPP4C-203	PPP4C
PPP4C-202	PPP4C
PPP4C-214	PPP4C
SP110-201	SP110
SP110-203	SP110
SP110-204	SP110
SP110-202	SP110
SP110-215	SP110
SP110-205	SP110
SP110-206	SP110
FKBP1A-204	FKBP1A
FKBP1A-203	FKBP1A
FKBP1A-202	FKBP1A
FKBP1A-201	FKBP1A
FKBP1A-209	FKBP1A
FKBP1A-210	FKBP1A
FKBP1A-211	FKBP1A
FKBP1A-205	FKBP1A
SMAD4-206	SMAD4
SMAD4-202	SMAD4
SMAD4-207	SMAD4
SMAD4-210	SMAD4
SMAD4-213	SMAD4
SMAD4-209	SMAD4
SMAD4-205	SMAD4
SMAD4-214	SMAD4
SMAD4-217	SMAD4
SMAD4-216	SMAD4
SMAD4-201	SMAD4
GARS-201	GARS
GARS-203	GARS
GARS-202	GARS
GARS-210	GARS
BBOX1-205	BBOX1
BBOX1-207	BBOX1
BBOX1-204	BBOX1
BBOX1-202	BBOX1
BBOX1-201	BBOX1
ZFP57-204	ZFP57
ZFP57-206	ZFP57
ZFP57-205	ZFP57
SIT1-201	SIT1
SIT1-204	SIT1
RBM5-201	RBM5
RBM5-214	RBM5
RBM5-203	RBM5
RBM5-208	RBM5
RBM5-207	RBM5
RBM5-206	RBM5
RBM5-204	RBM5
RBM5-202	RBM5
FAM131C-201	FAM131C
LHFPL1-201	LHFPL1
SNX12-202	SNX12
SNX12-201	SNX12
SNX12-207	SNX12
SNX12-206	SNX12
MYH7B-201	MYH7B
MYH7B-204	MYH7B
MYH7B-205	MYH7B
MYH7B-203	MYH7B
MYH7B-202	MYH7B
MYH7B-206	MYH7B
MYH7B-209	MYH7B
HSPA1L-205	HSPA1L
WAS-202	WAS
WAS-201	WAS
GHRH-203	GHRH
GHRH-202	GHRH
GHRH-201	GHRH
PSMD10-201	PSMD10
PSMD10-206	PSMD10
PSMD10-205	PSMD10
PSMD10-204	PSMD10
PSMD10-203	PSMD10
GYPE-201	GYPE
GYPE-203	GYPE
GYPE-202	GYPE
CATSPERD-202	CATSPERD
FCER2-201	FCER2
FCER2-205	FCER2
FCER2-203	FCER2
FCER2-202	FCER2
AC005324.3-201	AC005324.3
APOL3-201	APOL3
APOL3-209	APOL3
APOL3-206	APOL3
APOL3-204	APOL3
APOL3-202	APOL3
APOL3-203	APOL3
APOL3-212	APOL3
APOL3-208	APOL3
APOL3-219	APOL3
APOL3-214	APOL3
APOL3-217	APOL3
APOL3-210	APOL3
APOL3-218	APOL3
APOL3-205	APOL3
APOL3-207	APOL3
OTUD5-205	OTUD5
OTUD5-201	OTUD5
OTUD5-202	OTUD5
OTUD5-204	OTUD5
OTUD5-203	OTUD5
OTUD5-208	OTUD5
CDRT1-203	CDRT1
CDRT1-202	CDRT1
CDRT1-204	CDRT1
CDRT1-207	CDRT1
CDRT1-206	CDRT1
CDRT1-201	CDRT1
CDRT1-208	CDRT1
ZSCAN10-209	ZSCAN10
ZSCAN10-207	ZSCAN10
ZSCAN10-202	ZSCAN10
ZSCAN10-204	ZSCAN10
ZSCAN10-205	ZSCAN10
ZSCAN10-208	ZSCAN10
ZSCAN10-201	ZSCAN10
LRP6-201	LRP6
LRP6-203	LRP6
LRP6-205	LRP6
LRP6-206	LRP6
LRP6-202	LRP6
AC091551.1-201	AC091551.1
RAI1-201	RAI1
RAI1-203	RAI1
RAI1-202	RAI1
RAI1-206	RAI1
RAI1-207	RAI1
DEFB107A-201	DEFB107A
PYM1-203	PYM1
PYM1-202	PYM1
PYM1-207	PYM1
PYM1-205	PYM1
PYM1-206	PYM1
PYM1-204	PYM1
AC005833.2-202	AC005833.1
ANAPC10-209	ANAPC10
ANAPC10-202	ANAPC10
ANAPC10-201	ANAPC10
ANAPC10-215	ANAPC10
ANAPC10-214	ANAPC10
ANAPC10-213	ANAPC10
ANAPC10-206	ANAPC10
ANAPC10-205	ANAPC10
ANAPC10-217	ANAPC10
AL662828.1-201	AL662828.1
AL662828.1-202	AL662828.1
AL662828.1-204	AL662828.1
ELAC1-203	ELAC1
ELAC1-201	ELAC1
ELAC1-204	ELAC1
AL136531.2-202	AL136531.2
SGO1-202	SGO1
SGO1-205	SGO1
SGO1-201	SGO1
SGO1-207	SGO1
SGO1-210	SGO1
SGO1-206	SGO1
SGO1-211	SGO1
SGO1-209	SGO1
SGO1-203	SGO1
SGO1-208	SGO1
SGO1-204	SGO1
SGO1-212	SGO1
GALNT8-201	GALNT8
GALNT8-205	GALNT8
GALNT8-203	GALNT8
GALNT8-202	GALNT8
GOLGA8G-213	GOLGA8G
CLIC1-208	CLIC1
CLIC1-206	CLIC1
CLIC1-207	CLIC1
CLIC1-209	CLIC1
CLIC1-210	CLIC1
MAPK1-201	MAPK1
MAPK1-202	MAPK1
MAPK1-204	MAPK1
PPIB-201	PPIB
SREBF1-213	SREBF1
SREBF1-218	SREBF1
SREBF1-204	SREBF1
SREBF1-205	SREBF1
SREBF1-203	SREBF1
SREBF1-202	SREBF1
SREBF1-201	SREBF1
SREBF1-214	SREBF1
SREBF1-212	SREBF1
SREBF1-206	SREBF1
SREBF1-217	SREBF1
PPT2-225	PPT2
PPT2-218	PPT2
PPT2-221	PPT2
PPT2-220	PPT2
PPT2-219	PPT2
PPT2-224	PPT2
PPT2-222	PPT2
PPT2-223	PPT2
PPT2-230	PPT2
HSPA1A-209	HSPA1A
HSPA1A-210	HSPA1A
PDCD1LG2-201	PDCD1LG2
TBL2-201	TBL2
TBL2-203	TBL2
TBL2-209	TBL2
TBL2-202	TBL2
TBL2-205	TBL2
TBL2-206	TBL2
TBL2-204	TBL2
TBL2-208	TBL2
TBL2-207	TBL2
TBL2-210	TBL2
TBL2-218	TBL2
TBL2-212	TBL2
TBL2-222	TBL2
ATXN7L3B-201	ATXN7L3B
MR1-203	MR1
MR1-201	MR1
MR1-204	MR1
MR1-209	MR1
MR1-208	MR1
MR1-205	MR1
AKAP3-206	AKAP3
AKAP3-203	AKAP3
AKAP3-202	AKAP3
AKAP3-201	AKAP3
PSMA4-219	PSMA4
PSMA4-201	PSMA4
PSMA4-209	PSMA4
PSMA4-216	PSMA4
PSMA4-202	PSMA4
PSMA4-210	PSMA4
PSMA4-205	PSMA4
PSMA4-212	PSMA4
PSMA4-206	PSMA4
PSMA4-213	PSMA4
PSMA4-220	PSMA4
PSMA4-211	PSMA4
PSMA4-204	PSMA4
HSPA1B-204	HSPA1B
HSPA1B-205	HSPA1B
TMC5-204	TMC5
TMC5-202	TMC5
TMC5-205	TMC5
TMC5-201	TMC5
TMC5-206	TMC5
TMC5-208	TMC5
TMC5-210	TMC5
TMC5-211	TMC5
TMC5-203	TMC5
STMP1-203	STMP1
STMP1-202	STMP1
SNX22-201	SNX22
SNX22-203	SNX22
STMN2-201	STMN2
STMN2-202	STMN2
STMN2-203	STMN2
DAAM2-211	DAAM2
DAAM2-201	DAAM2
DAAM2-206	DAAM2
DAAM2-202	DAAM2
DAAM2-208	DAAM2
DAAM2-203	DAAM2
DGKA-205	DGKA
DGKA-208	DGKA
DGKA-201	DGKA
DGKA-244	DGKA
DGKA-223	DGKA
DGKA-245	DGKA
DGKA-240	DGKA
DGKA-217	DGKA
DGKA-222	DGKA
DGKA-243	DGKA
DGKA-229	DGKA
DGKA-203	DGKA
DGKA-241	DGKA
DGKA-248	DGKA
DGKA-204	DGKA
DGKA-246	DGKA
DGKA-233	DGKA
DGKA-227	DGKA
DGKA-249	DGKA
DGKA-239	DGKA
DGKA-202	DGKA
PLVAP-201	PLVAP
PLVAP-202	PLVAP
PLVAP-203	PLVAP
MS4A8-201	MS4A8
MS4A8-204	MS4A8
MS4A8-205	MS4A8
MS4A8-203	MS4A8
SLC13A4-201	SLC13A4
SLC13A4-202	SLC13A4
SLC13A4-203	SLC13A4
KIR3DL2-239	KIR3DL2
KIR3DL2-240	KIR3DL2
GCHFR-201	GCHFR
GCHFR-206	GCHFR
GCHFR-203	GCHFR
GCHFR-204	GCHFR
GCHFR-205	GCHFR
GCHFR-202	GCHFR
AC005832.4-201	AC005832.4
ARPP21-224	ARPP21
ARPP21-213	ARPP21
ARPP21-209	ARPP21
ARPP21-221	ARPP21
ARPP21-223	ARPP21
ARPP21-201	ARPP21
ARPP21-225	ARPP21
ARPP21-219	ARPP21
ARPP21-206	ARPP21
ARPP21-208	ARPP21
ARPP21-211	ARPP21
ARPP21-231	ARPP21
ARPP21-204	ARPP21
ARPP21-203	ARPP21
ARPP21-215	ARPP21
ARPP21-214	ARPP21
ARPP21-205	ARPP21
ARPP21-207	ARPP21
ARPP21-202	ARPP21
ARPP21-220	ARPP21
ARPP21-217	ARPP21
ARPP21-218	ARPP21
ARPP21-222	ARPP21
ARPP21-210	ARPP21
ARPP21-212	ARPP21
ARPP21-226	ARPP21
CACTIN-203	CACTIN
CACTIN-208	CACTIN
CACTIN-210	CACTIN
CACTIN-204	CACTIN
CACTIN-207	CACTIN
CACTIN-206	CACTIN
CACTIN-202	CACTIN
CACTIN-201	CACTIN
NDUFA9-201	NDUFA9
NDUFA9-203	NDUFA9
NDUFA9-206	NDUFA9
SERTM1-201	SERTM1
ZFYVE19-215	ZFYVE19
ZFYVE19-209	ZFYVE19
ZFYVE19-203	ZFYVE19
ZFYVE19-202	ZFYVE19
ZFYVE19-201	ZFYVE19
ZFYVE19-213	ZFYVE19
ZFYVE19-210	ZFYVE19
ZFYVE19-212	ZFYVE19
ZFYVE19-205	ZFYVE19
ZFYVE19-214	ZFYVE19
ZFYVE19-206	ZFYVE19
ZFYVE19-211	ZFYVE19
MIER1-203	MIER1
MIER1-208	MIER1
MIER1-206	MIER1
MIER1-205	MIER1
MIER1-204	MIER1
MIER1-209	MIER1
MIER1-201	MIER1
MIER1-202	MIER1
MIER1-207	MIER1
SH3BP5-202	SH3BP5
SH3BP5-204	SH3BP5
SH3BP5-206	SH3BP5
SH3BP5-203	SH3BP5
SH3BP5-201	SH3BP5
SH3BP5-207	SH3BP5
SH3BP5-205	SH3BP5
ABCC10-203	ABCC10
ABCC10-204	ABCC10
ABCC10-201	ABCC10
ABCC10-210	ABCC10
FMO2-201	FMO2
FMO2-207	FMO2
FMO2-203	FMO2
AQP3-201	AQP3
COL2A1-202	COL2A1
COL2A1-201	COL2A1
DEFB105A-201	DEFB105A
BCL2L14-213	BCL2L14
BCL2L14-211	BCL2L14
BCL2L14-206	BCL2L14
BCL2L14-205	BCL2L14
BCL2L14-203	BCL2L14
BCL2L14-204	BCL2L14
BCL2L14-201	BCL2L14
BCL2L14-212	BCL2L14
BCL2L14-202	BCL2L14
FAM180A-204	FAM180A
FAM180A-202	FAM180A
FAM180A-201	FAM180A
DEFB106A-201	DEFB106A
NHLRC1-201	NHLRC1
OTOR-201	OTOR
EFL1-201	EFL1
EFL1-202	EFL1
EFL1-204	EFL1
EFL1-210	EFL1
EFL1-203	EFL1
EFL1-205	EFL1
CHRNB1-201	CHRNB1
CHRNB1-204	CHRNB1
CHRNB1-203	CHRNB1
CHRNB1-202	CHRNB1
CHRNB1-208	CHRNB1
CHRNB1-207	CHRNB1
DEFB104A-201	DEFB104A
FREM1-203	FREM1
FREM1-201	FREM1
FREM1-205	FREM1
FREM1-202	FREM1
FREM1-204	FREM1
TPMT-201	TPMT
KCNA6-201	KCNA6
TRIM39-258	TRIM39
TRIM39-257	TRIM39
TRIM39-265	TRIM39
TRIM39-262	TRIM39
TRIM39-264	TRIM39
TRIM39-263	TRIM39
TRIM39-261	TRIM39
TRIM39-259	TRIM39
TRIM39-260	TRIM39
TRIM39-256	TRIM39
TRIM39-266	TRIM39
SORBS1-205	SORBS1
SORBS1-212	SORBS1
SORBS1-202	SORBS1
SORBS1-220	SORBS1
SORBS1-219	SORBS1
SORBS1-204	SORBS1
SORBS1-201	SORBS1
SORBS1-209	SORBS1
SORBS1-208	SORBS1
SORBS1-203	SORBS1
SORBS1-207	SORBS1
SORBS1-206	SORBS1
SORBS1-217	SORBS1
SORBS1-218	SORBS1
SORBS1-210	SORBS1
SORBS1-211	SORBS1
DDAH2-216	DDAH2
DDAH2-212	DDAH2
